"","indicator","group","state","subgroup","phase","time_period","time_period_label","time_period_start_date","time_period_end_date","value","lowci","highci","confidence_interval","quartile_range"
"524","Symptoms of Anxiety Disorder","By State","Indiana","Indiana","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","32.6","27.5","38","27.5 - 38.0","28.9-36.1"
"525","Symptoms of Anxiety Disorder","By State","Iowa","Iowa","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","19","14.7","24","14.7 - 24.0","19.0-25.2"
"526","Symptoms of Anxiety Disorder","By State","Kansas","Kansas","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","26.7","22.8","30.9","22.8 - 30.9","25.3-27.4"
"527","Symptoms of Anxiety Disorder","By State","Kentucky","Kentucky","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","27.7","23.5","32.2","23.5 - 32.2","27.5-28.8"
"528","Symptoms of Anxiety Disorder","By State","Louisiana","Louisiana","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","27.9","22.8","33.5","22.8 - 33.5","27.5-28.8"
"529","Symptoms of Anxiety Disorder","By State","Maine","Maine","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","30.6","24.7","36.9","24.7 - 36.9","28.9-36.1"
"530","Symptoms of Anxiety Disorder","By State","Maryland","Maryland","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","28.3","25.1","31.7","25.1 - 31.7","27.5-28.8"
"531","Symptoms of Anxiety Disorder","By State","Massachusetts","Massachusetts","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","27.4","24.1","30.9","24.1 - 30.9","25.3-27.4"
"532","Symptoms of Anxiety Disorder","By State","Michigan","Michigan","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","28.5","24.4","32.9","24.4 - 32.9","27.5-28.8"
"533","Symptoms of Anxiety Disorder","By State","Minnesota","Minnesota","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","27.1","22.7","31.9","22.7 - 31.9","25.3-27.4"
"534","Symptoms of Anxiety Disorder","By State","Mississippi","Mississippi","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","36.1","29.1","43.6","29.1 - 43.6","28.9-36.1"
"535","Symptoms of Anxiety Disorder","By State","Missouri","Missouri","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","30.4","25.2","36","25.2 - 36.0","28.9-36.1"
"536","Symptoms of Anxiety Disorder","By State","Montana","Montana","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","25.7","20.7","31.1","20.7 - 31.1","25.3-27.4"
"537","Symptoms of Anxiety Disorder","By State","Nebraska","Nebraska","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","23.3","18.8","28.4","18.8 - 28.4","19.0-25.2"
"538","Symptoms of Anxiety Disorder","By State","Nevada","Nevada","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","29","25","33.3","25.0 - 33.3","28.9-36.1"
"539","Symptoms of Anxiety Disorder","By State","New Hampshire","New Hampshire","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","25.2","21.2","29.5","21.2 - 29.5","19.0-25.2"
"540","Symptoms of Anxiety Disorder","By State","New Jersey","New Jersey","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","34.4","29.1","40","29.1 - 40.0","28.9-36.1"
"541","Symptoms of Anxiety Disorder","By State","New Mexico","New Mexico","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","29.6","25.4","34.2","25.4 - 34.2","28.9-36.1"
"542","Symptoms of Anxiety Disorder","By State","New York","New York","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","26.8","23.1","30.8","23.1 - 30.8","25.3-27.4"
"543","Symptoms of Anxiety Disorder","By State","North Carolina","North Carolina","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","28.4","23.4","33.9","23.4 - 33.9","27.5-28.8"
"544","Symptoms of Anxiety Disorder","By State","North Dakota","North Dakota","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","26.2","19.7","33.5","19.7 - 33.5","25.3-27.4"
"545","Symptoms of Anxiety Disorder","By State","Ohio","Ohio","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","26.2","22.5","30.2","22.5 - 30.2","25.3-27.4"
"546","Symptoms of Anxiety Disorder","By State","Oklahoma","Oklahoma","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","25.2","19.8","31.3","19.8 - 31.3","19.0-25.2"
"547","Symptoms of Anxiety Disorder","By State","Oregon","Oregon","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","24.2","20.3","28.4","20.3 - 28.4","19.0-25.2"
"548","Symptoms of Anxiety Disorder","By State","Pennsylvania","Pennsylvania","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","25.8","22.3","29.5","22.3 - 29.5","25.3-27.4"
"549","Symptoms of Anxiety Disorder","By State","Rhode Island","Rhode Island","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","23.9","18.8","29.6","18.8 - 29.6","19.0-25.2"
"550","Symptoms of Anxiety Disorder","By State","South Carolina","South Carolina","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","28.5","23.8","33.5","23.8 - 33.5","27.5-28.8"
"551","Symptoms of Anxiety Disorder","By State","South Dakota","South Dakota","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","22.3","16.4","29.1","16.4 - 29.1","19.0-25.2"
"552","Symptoms of Anxiety Disorder","By State","Tennessee","Tennessee","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","24.8","20.5","29.5","20.5 - 29.5","19.0-25.2"
"553","Symptoms of Anxiety Disorder","By State","Texas","Texas","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","28.8","26.1","31.7","26.1 - 31.7","27.5-28.8"
"554","Symptoms of Anxiety Disorder","By State","Utah","Utah","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","26.1","22.4","30.1","22.4 - 30.1","25.3-27.4"
"555","Symptoms of Anxiety Disorder","By State","Vermont","Vermont","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","25.8","21.5","30.4","21.5 - 30.4","25.3-27.4"
"556","Symptoms of Anxiety Disorder","By State","Virginia","Virginia","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","26.8","23.3","30.6","23.3 - 30.6","25.3-27.4"
"557","Symptoms of Anxiety Disorder","By State","Washington","Washington","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","28.9","25.8","32.1","25.8 - 32.1","28.9-36.1"
"558","Symptoms of Anxiety Disorder","By State","West Virginia","West Virginia","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","29.3","22","37.4","22.0 - 37.4","28.9-36.1"
"559","Symptoms of Anxiety Disorder","By State","Wisconsin","Wisconsin","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","23.4","18.8","28.5","18.8 - 28.5","19.0-25.2"
"560","Symptoms of Anxiety Disorder","By State","Wyoming","Wyoming","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","24.1","17.7","31.6","17.7 - 31.6","19.0-25.2"
"561","Symptoms of Anxiety Disorder or Depressive Disorder","National Estimate","United States","United States","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","33.9","33.1","34.7","33.1 - 34.7",NA
"562","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","18 - 29 years","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","47.7","45.1","50.4","45.1 - 50.4",NA
"563","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","30 - 39 years","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","37.8","35.7","39.9","35.7 - 39.9",NA
"564","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","40 - 49 years","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","35.3","33.5","37.1","33.5 - 37.1",NA
"565","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","50 - 59 years","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","33.7","31.8","35.7","31.8 - 35.7",NA
"566","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","60 - 69 years","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","26.4","24.7","28.1","24.7 - 28.1",NA
"567","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","70 - 79 years","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","18.3","16.3","20.4","16.3 - 20.4",NA
"568","Symptoms of Anxiety Disorder or Depressive Disorder","By Age","United States","80 years and above","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","17.1","13.4","21.5","13.4 - 21.5",NA
"569","Symptoms of Anxiety Disorder or Depressive Disorder","By Sex","United States","Male","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","29.9","28.7","31.1","28.7 - 31.1",NA
"570","Symptoms of Anxiety Disorder or Depressive Disorder","By Sex","United States","Female","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","37.6","36.5","38.7","36.5 - 38.7",NA
"571","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","40.7","38","43.4","38.0 - 43.4",NA
"572","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","31.3","30.4","32.1","30.4 - 32.1",NA
"573","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","39.4","37.2","41.6","37.2 - 41.6",NA
"574","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","30.2","27.1","33.5","27.1 - 33.5",NA
"575","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","37.2","33.3","41.2","33.3 - 41.2",NA
"576","Symptoms of Anxiety Disorder or Depressive Disorder","By Education","United States","Less than a high school diploma","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","40.9","36.2","45.8","36.2 - 45.8",NA
"577","Symptoms of Anxiety Disorder or Depressive Disorder","By Education","United States","High school diploma or GED","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","37.6","36","39.3","36.0 - 39.3",NA
"578","Symptoms of Anxiety Disorder or Depressive Disorder","By Education","United States","Some college/Associate's degree","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","36.1","34.5","37.8","34.5 - 37.8",NA
"579","Symptoms of Anxiety Disorder or Depressive Disorder","By Education","United States","Bachelor's degree or higher","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","26.4","25.3","27.5","25.3 - 27.5",NA
"580","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Alabama","Alabama","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","25.2","20.5","30.3","20.5 - 30.3","23.8-29.7"
"581","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Alaska","Alaska","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","32.7","27.8","37.9","27.8 - 37.9","32.6-34.9"
"582","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Arizona","Arizona","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","32.1","28","36.3","28.0 - 36.3","29.8-32.5"
"583","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Arkansas","Arkansas","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","35.2","30.9","39.7","30.9 - 39.7","35.0-44.3"
"584","Symptoms of Anxiety Disorder or Depressive Disorder","By State","California","California","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","38.8","35.1","42.6","35.1 - 42.6","35.0-44.3"
"585","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Colorado","Colorado","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","33.1","29.2","37.1","29.2 - 37.1","32.6-34.9"
"586","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Connecticut","Connecticut","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","33.9","29.1","39.1","29.1 - 39.1","32.6-34.9"
"587","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Delaware","Delaware","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","31.8","26.8","37.1","26.8 - 37.1","29.8-32.5"
"588","Symptoms of Anxiety Disorder or Depressive Disorder","By State","District of Columbia","District of Columbia","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","37.3","29.7","45.4","29.7 - 45.4","35.0-44.3"
"589","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Florida","Florida","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","33.5","30.2","37","30.2 - 37.0","32.6-34.9"
"590","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Georgia","Georgia","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","33.6","29.1","38.3","29.1 - 38.3","32.6-34.9"
"591","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Hawaii","Hawaii","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","29.1","23.4","35.4","23.4 - 35.4","23.8-29.7"
"592","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Idaho","Idaho","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","27.6","22.5","33.2","22.5 - 33.2","23.8-29.7"
"593","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Illinois","Illinois","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","35.2","31.1","39.4","31.1 - 39.4","35.0-44.3"
"594","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Indiana","Indiana","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","37.3","32.4","42.5","32.4 - 42.5","35.0-44.3"
"595","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Iowa","Iowa","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","23.8","19","29.1","19.0 - 29.1","23.8-29.7"
"596","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Kansas","Kansas","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","31.1","27","35.4","27.0 - 35.4","29.8-32.5"
"597","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Kentucky","Kentucky","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","35.5","30.7","40.4","30.7 - 40.4","35.0-44.3"
"598","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Louisiana","Louisiana","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","34.2","28.3","40.6","28.3 - 40.6","32.6-34.9"
"599","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Maine","Maine","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","34.2","28.5","40.1","28.5 - 40.1","32.6-34.9"
"600","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Maryland","Maryland","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","32.7","28.8","36.8","28.8 - 36.8","32.6-34.9"
"601","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Massachusetts","Massachusetts","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","32","28.8","35.4","28.8 - 35.4","29.8-32.5"
"602","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Michigan","Michigan","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","35","30.7","39.5","30.7 - 39.5","35.0-44.3"
"603","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Minnesota","Minnesota","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","29.7","25.2","34.5","25.2 - 34.5","23.8-29.7"
"604","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Mississippi","Mississippi","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","44.3","37.4","51.3","37.4 - 51.3","35.0-44.3"
"605","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Missouri","Missouri","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","35.4","29.6","41.6","29.6 - 41.6","35.0-44.3"
"606","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Montana","Montana","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","29.7","24.4","35.4","24.4 - 35.4","23.8-29.7"
"607","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Nebraska","Nebraska","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","26.2","21.5","31.3","21.5 - 31.3","23.8-29.7"
"608","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Nevada","Nevada","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","36.9","32.8","41.2","32.8 - 41.2","35.0-44.3"
"609","Symptoms of Anxiety Disorder or Depressive Disorder","By State","New Hampshire","New Hampshire","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","28.8","24.5","33.3","24.5 - 33.3","23.8-29.7"
"610","Symptoms of Anxiety Disorder or Depressive Disorder","By State","New Jersey","New Jersey","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","39.3","34","44.8","34.0 - 44.8","35.0-44.3"
"611","Symptoms of Anxiety Disorder or Depressive Disorder","By State","New Mexico","New Mexico","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","37.4","32.7","42.3","32.7 - 42.3","35.0-44.3"
"612","Symptoms of Anxiety Disorder or Depressive Disorder","By State","New York","New York","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","34.9","30.5","39.5","30.5 - 39.5","32.6-34.9"
"613","Symptoms of Anxiety Disorder or Depressive Disorder","By State","North Carolina","North Carolina","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","32.2","26.8","38","26.8 - 38.0","29.8-32.5"
"614","Symptoms of Anxiety Disorder or Depressive Disorder","By State","North Dakota","North Dakota","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","31.9","24.9","39.4","24.9 - 39.4","29.8-32.5"
"615","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Ohio","Ohio","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","33.9","28.5","39.5","28.5 - 39.5","32.6-34.9"
"616","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Oklahoma","Oklahoma","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","29.8","24.2","35.9","24.2 - 35.9","29.8-32.5"
"617","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Oregon","Oregon","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","31.7","27.8","35.7","27.8 - 35.7","29.8-32.5"
"618","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Pennsylvania","Pennsylvania","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","30","26.1","34","26.1 - 34.0","29.8-32.5"
"619","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Rhode Island","Rhode Island","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","26.2","20.9","32","20.9 - 32.0","23.8-29.7"
"620","Symptoms of Anxiety Disorder or Depressive Disorder","By State","South Carolina","South Carolina","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","31.3","26.6","36.3","26.6 - 36.3","29.8-32.5"
"621","Symptoms of Anxiety Disorder or Depressive Disorder","By State","South Dakota","South Dakota","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","27.8","21.1","35.2","21.1 - 35.2","23.8-29.7"
"622","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Tennessee","Tennessee","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","32.5","27.9","37.4","27.9 - 37.4","29.8-32.5"
"623","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Texas","Texas","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","34.8","31.8","37.9","31.8 - 37.9","32.6-34.9"
"624","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Utah","Utah","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","30.3","26.5","34.2","26.5 - 34.2","29.8-32.5"
"625","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Vermont","Vermont","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","29.6","25.3","34.2","25.3 - 34.2","23.8-29.7"
"626","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Virginia","Virginia","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","32.2","28.5","35.9","28.5 - 35.9","29.8-32.5"
"627","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Washington","Washington","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","33","29.8","36.2","29.8 - 36.2","32.6-34.9"
"628","Symptoms of Anxiety Disorder or Depressive Disorder","By State","West Virginia","West Virginia","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","34.3","27.4","41.6","27.4 - 41.6","32.6-34.9"
"629","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Wisconsin","Wisconsin","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","28","23","33.4","23.0 - 33.4","23.8-29.7"
"630","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Wyoming","Wyoming","1","3","May 14 - May 19, 2020","2020-05-14T00:00:00.000","2020-05-19T00:00:00.000","28","21","35.8","21.0 - 35.8","23.8-29.7"
"631","Symptoms of Depressive Disorder","National Estimate","United States","United States","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","24.9","24.1","25.7","24.1 - 25.7",NA
"632","Symptoms of Depressive Disorder","By Age","United States","18 - 29 years","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","36.7","34","39.4","34.0 - 39.4",NA
"633","Symptoms of Depressive Disorder","By Age","United States","30 - 39 years","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","27.4","25.9","28.9","25.9 - 28.9",NA
"634","Symptoms of Depressive Disorder","By Age","United States","40 - 49 years","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","24.2","22.8","25.7","22.8 - 25.7",NA
"635","Symptoms of Depressive Disorder","By Age","United States","50 - 59 years","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","24.6","23","26.2","23.0 - 26.2",NA
"636","Symptoms of Depressive Disorder","By Age","United States","60 - 69 years","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","19.8","18.5","21.2","18.5 - 21.2",NA
"637","Symptoms of Depressive Disorder","By Age","United States","70 - 79 years","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","13.3","11.2","15.6","11.2 - 15.6",NA
"638","Symptoms of Depressive Disorder","By Age","United States","80 years and above","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","17.1","11.1","24.7","11.1 - 24.7",NA
"639","Symptoms of Depressive Disorder","By Sex","United States","Male","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","22.7","21.5","24","21.5 - 24.0",NA
"640","Symptoms of Depressive Disorder","By Sex","United States","Female","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","26.9","25.8","28","25.8 - 28.0",NA
"641","Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","31.4","28.4","34.4","28.4 - 34.4",NA
"642","Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","23.3","22.4","24.2","22.4 - 24.2",NA
"643","Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","24.8","22.6","27","22.6 - 27.0",NA
